day,time_slot,is_festival,is_holiday,location_type,city_type,nearby_transport,upcoming_festival,crowd_percentage
Thursday,17:00-17:30,No,Yes,Market,Tier II,Bus Stand,No,0.9205985115920011
Saturday,10:00-10:30,No,Yes,Office Area,Tier II,None,Yes,0.6634917321596003
Wednesday,10:30-11:00,Yes,Yes,Office Area,Tier II,None,No,0.2640332201764912
Monday,23:30-00:00,No,Yes,Office Area,Tier I,Airport,No,0.5036703335802709
Saturday,13:30-14:00,No,Yes,Market,Tier II,Railway Station,Yes,0.257818538272623
Friday,14:00-14:30,No,No,Market,Tier I,Bus Stand,Yes,0.5382988218537017
Monday,01:30-02:00,No,No,Office Area,Tier I,Airport,No,0.6368111992928871
Sunday,05:00-05:30,Yes,Yes,Commercial,Tier III,Airport,Yes,0.2841775709649348
Monday,18:30-19:00,No,No,Commercial,Tier III,None,Yes,0.4538833201806045
Friday,16:00-16:30,Yes,No,Commercial,Tier III,Airport,No,0.26529203458551753
Wednesday,16:00-16:30,No,No,Commercial,Tier II,Airport,No,0.5930158992065876
Friday,15:00-15:30,Yes,No,Office Area,Tier II,Railway Station,No,0.9454994001304977
Tuesday,10:00-10:30,Yes,Yes,Market,Tier III,None,Yes,0.523827707050245
Wednesday,16:00-16:30,Yes,No,Market,Tier I,Railway Station,Yes,0.4106725380255558
Friday,08:30-09:00,Yes,No,Office Area,Tier III,Railway Station,No,0.6988781425008541
Sunday,05:00-05:30,Yes,Yes,Residential,Tier III,None,No,0.6061555353661882
Tuesday,07:00-07:30,Yes,Yes,Market,Tier I,None,No,0.22944606289089853
Friday,12:30-13:00,Yes,Yes,Office Area,Tier III,Bus Stand,Yes,0.8454076810129074
Saturday,11:30-12:00,No,No,Commercial,Tier III,Airport,Yes,0.1538003003239683
Sunday,21:30-22:00,Yes,No,Commercial,Tier II,Bus Stand,Yes,0.27763202705350254
Sunday,20:00-20:30,No,No,Office Area,Tier I,Railway Station,No,0.021185214227944837
Friday,19:00-19:30,No,No,Commercial,Tier III,Airport,No,0.48149120758781294
Saturday,08:00-08:30,No,Yes,Market,Tier I,Airport,No,0.8838937382880457
Wednesday,13:00-13:30,No,No,Market,Tier III,None,No,0.9319946485169328
Friday,21:00-21:30,No,No,Residential,Tier I,Railway Station,Yes,0.4381825528911607
Thursday,15:00-15:30,No,Yes,Residential,Tier III,None,Yes,0.9390376121386909
Thursday,00:30-01:00,Yes,Yes,Office Area,Tier III,Bus Stand,No,0.5824395769673283
Wednesday,02:30-03:00,No,Yes,Residential,Tier III,Airport,Yes,0.5658514285060645
Thursday,04:00-04:30,No,Yes,Office Area,Tier II,Airport,Yes,0.613507440629456
Tuesday,07:30-08:00,No,Yes,Office Area,Tier II,Airport,No,0.6633431319703731
Friday,13:00-13:30,Yes,No,Office Area,Tier I,Railway Station,No,0.5442269597146407
Sunday,19:00-19:30,Yes,No,Residential,Tier III,Bus Stand,Yes,0.24399154475210905
Friday,00:00-00:30,Yes,Yes,Office Area,Tier III,None,No,0.10604469756346524
Monday,08:30-09:00,Yes,No,Residential,Tier I,Airport,Yes,0.06931458653300959
Sunday,14:00-14:30,No,No,Market,Tier I,Bus Stand,Yes,0.28594263701767475
Friday,01:30-02:00,Yes,No,Residential,Tier II,Airport,No,0.0033951577304371927
Friday,01:00-01:30,Yes,Yes,Commercial,Tier II,None,No,0.10302131244657609
Sunday,20:00-20:30,No,Yes,Market,Tier III,Railway Station,Yes,0.4824356046592114
Tuesday,13:00-13:30,No,No,Commercial,Tier II,Airport,No,0.6094816796756323
Friday,17:30-18:00,No,No,Market,Tier I,Airport,No,0.026144982482691925
Thursday,22:30-23:00,No,Yes,Commercial,Tier I,Bus Stand,Yes,0.6748099657861224
Wednesday,10:00-10:30,No,Yes,Residential,Tier I,Railway Station,Yes,0.33170483989342103
Sunday,05:30-06:00,No,Yes,Market,Tier II,None,No,0.8348494145077181
Sunday,21:30-22:00,No,No,Residential,Tier II,Airport,Yes,0.21696948741242306
Friday,03:00-03:30,Yes,Yes,Market,Tier I,Railway Station,Yes,0.06839952963230989
Monday,23:00-23:30,Yes,Yes,Residential,Tier I,Railway Station,No,0.0084725665804265
Sunday,14:30-15:00,No,Yes,Commercial,Tier III,Airport,No,0.9962883078485334
Wednesday,11:30-12:00,No,Yes,Commercial,Tier I,None,No,0.4880830244110338
Tuesday,06:30-07:00,Yes,Yes,Residential,Tier I,Airport,Yes,0.30537272925497394
Saturday,00:00-00:30,Yes,No,Office Area,Tier III,None,No,0.1732723970043647
Sunday,16:00-16:30,Yes,No,Office Area,Tier I,Bus Stand,No,0.25532721799094016
Saturday,01:00-01:30,Yes,Yes,Market,Tier I,Bus Stand,No,0.16470375468322307
Tuesday,18:30-19:00,Yes,Yes,Commercial,Tier I,Railway Station,No,0.5167931448035145
Sunday,09:30-10:00,No,No,Office Area,Tier I,None,No,0.2803071446912968
Friday,03:00-03:30,No,No,Residential,Tier III,Airport,Yes,0.5120314903017408
Friday,17:00-17:30,Yes,Yes,Residential,Tier I,None,No,0.1380127447552686
Monday,11:30-12:00,Yes,Yes,Office Area,Tier III,None,Yes,0.032246297267205404
Sunday,12:30-13:00,No,No,Office Area,Tier II,None,Yes,0.3887907336809595
Monday,23:00-23:30,No,No,Residential,Tier II,Railway Station,Yes,0.04630175536612635
Wednesday,13:00-13:30,No,No,Residential,Tier III,Railway Station,Yes,0.43989266886737566
Monday,13:30-14:00,Yes,No,Residential,Tier I,Airport,Yes,0.6987294200799147
Thursday,23:30-00:00,No,Yes,Residential,Tier III,Railway Station,Yes,0.47209478053048104
Sunday,21:30-22:00,No,Yes,Residential,Tier II,Railway Station,No,0.4787380933906813
Saturday,20:00-20:30,No,No,Residential,Tier II,Bus Stand,Yes,0.12483284955574148
Thursday,00:00-00:30,No,No,Commercial,Tier II,Railway Station,No,0.23343345692484418
Monday,19:00-19:30,Yes,Yes,Office Area,Tier I,Airport,Yes,0.6190745264722136
Friday,14:00-14:30,No,Yes,Office Area,Tier III,Bus Stand,No,0.044292517930204944
Wednesday,17:30-18:00,No,No,Market,Tier III,Railway Station,No,0.40288009767992283
Monday,14:30-15:00,Yes,No,Residential,Tier II,Railway Station,Yes,0.6573795719881101
Saturday,16:00-16:30,Yes,Yes,Commercial,Tier I,Bus Stand,Yes,0.41030810667487705
Monday,15:00-15:30,Yes,No,Office Area,Tier I,None,No,0.9996792077096535
Tuesday,18:00-18:30,No,No,Residential,Tier III,None,Yes,0.17828639646486644
Sunday,18:00-18:30,No,No,Commercial,Tier I,None,No,0.5758737277170252
Tuesday,20:00-20:30,Yes,No,Office Area,Tier II,None,Yes,0.8352978917415464
Monday,17:30-18:00,No,No,Residential,Tier I,Airport,Yes,0.5352535625460844
Tuesday,06:30-07:00,No,Yes,Commercial,Tier III,None,Yes,0.5432547852786125
Tuesday,09:00-09:30,Yes,Yes,Commercial,Tier III,Airport,No,0.04924774155366807
Tuesday,06:00-06:30,No,No,Commercial,Tier III,Bus Stand,No,0.9876230787476364
Wednesday,21:30-22:00,No,Yes,Market,Tier III,Airport,Yes,0.9919289098170576
Sunday,00:30-01:00,No,Yes,Office Area,Tier II,Airport,No,0.9181336208914083
Saturday,21:30-22:00,No,No,Commercial,Tier II,Bus Stand,No,0.7900900236174767
Wednesday,03:00-03:30,No,No,Residential,Tier I,None,No,0.8087212655573527
Sunday,03:00-03:30,Yes,Yes,Market,Tier III,Bus Stand,Yes,0.028920457711656966
Monday,14:30-15:00,Yes,Yes,Residential,Tier I,Railway Station,No,0.37538558777082853
Saturday,05:30-06:00,No,Yes,Residential,Tier II,Railway Station,Yes,0.65367068067915
Wednesday,20:30-21:00,No,Yes,Commercial,Tier III,Railway Station,Yes,0.42813305082750996
Thursday,09:00-09:30,No,Yes,Office Area,Tier III,Railway Station,Yes,0.7914057344929651
Thursday,03:00-03:30,Yes,No,Residential,Tier I,Airport,No,0.6697373574848348
Thursday,18:30-19:00,Yes,No,Residential,Tier II,Bus Stand,Yes,0.7841060123093792
Sunday,10:30-11:00,Yes,Yes,Market,Tier III,Railway Station,No,0.48166312243638776
Sunday,06:00-06:30,Yes,No,Office Area,Tier III,None,No,0.3159316086677276
Monday,19:00-19:30,No,No,Office Area,Tier III,Bus Stand,Yes,0.3851910347034454
Monday,19:00-19:30,Yes,Yes,Market,Tier I,Railway Station,Yes,0.760631335458341
Sunday,09:30-10:00,No,Yes,Commercial,Tier III,Bus Stand,Yes,0.059057673958791135
Friday,20:30-21:00,Yes,Yes,Office Area,Tier III,Airport,Yes,0.5322296228818064
Sunday,03:00-03:30,Yes,No,Residential,Tier I,None,Yes,0.6092479222723828
Friday,06:00-06:30,No,No,Market,Tier I,Airport,Yes,0.7349255044203744
Monday,09:30-10:00,Yes,No,Commercial,Tier I,Bus Stand,Yes,0.7575636741742863
Monday,22:30-23:00,Yes,No,Commercial,Tier II,None,Yes,0.6095358746476672
Monday,21:30-22:00,Yes,Yes,Market,Tier III,None,Yes,0.9090965954579359
Tuesday,18:30-19:00,Yes,No,Commercial,Tier I,Bus Stand,No,0.38506047139766797
Friday,10:30-11:00,No,No,Market,Tier III,Airport,Yes,0.42278583847482265
Monday,04:30-05:00,Yes,No,Residential,Tier I,Bus Stand,Yes,0.17401920940154736
Sunday,04:00-04:30,No,Yes,Market,Tier I,Bus Stand,No,0.16581901862567605
Thursday,17:00-17:30,Yes,Yes,Commercial,Tier III,Airport,Yes,0.4735176825097298
Friday,17:30-18:00,No,Yes,Commercial,Tier I,Bus Stand,No,0.7307409176174263
Monday,15:00-15:30,No,Yes,Office Area,Tier I,Airport,No,0.6265429512918965
Friday,11:30-12:00,Yes,No,Residential,Tier III,Bus Stand,Yes,0.803500196808068
Tuesday,00:30-01:00,No,Yes,Commercial,Tier I,Airport,No,0.015151240585398962
Sunday,13:00-13:30,No,Yes,Market,Tier I,Airport,Yes,0.21343363975385177
Monday,01:30-02:00,No,Yes,Market,Tier II,Airport,No,0.004134058456180867
Tuesday,10:00-10:30,Yes,No,Commercial,Tier I,Bus Stand,Yes,0.9459043717190141
Monday,21:00-21:30,Yes,Yes,Residential,Tier I,None,Yes,0.2914540702764691
Sunday,01:30-02:00,Yes,No,Residential,Tier II,Railway Station,No,0.7109553254672223
Monday,07:00-07:30,Yes,Yes,Office Area,Tier III,Railway Station,Yes,0.2980718877835703
Saturday,09:30-10:00,No,No,Commercial,Tier III,Bus Stand,Yes,0.2844805969956701
Thursday,17:00-17:30,Yes,No,Market,Tier II,Railway Station,No,0.3487168866633048
Friday,00:30-01:00,Yes,Yes,Market,Tier III,Airport,Yes,0.46853159313242576
Tuesday,15:00-15:30,No,Yes,Market,Tier II,Bus Stand,Yes,0.5474265480912522
Tuesday,11:30-12:00,No,Yes,Commercial,Tier III,None,Yes,0.5132389783986384
Friday,11:00-11:30,No,No,Residential,Tier III,Railway Station,Yes,0.8508190054603343
Saturday,22:30-23:00,No,No,Residential,Tier I,Bus Stand,No,0.9917624399925179
Monday,17:30-18:00,Yes,Yes,Market,Tier I,Railway Station,Yes,0.9399023509145485
Monday,00:30-01:00,No,Yes,Market,Tier III,Bus Stand,No,0.8539586961800917
Monday,04:00-04:30,No,No,Market,Tier II,None,Yes,0.8546282568556489
Tuesday,03:30-04:00,No,Yes,Market,Tier I,Railway Station,No,0.9139109210385913
Sunday,22:30-23:00,Yes,No,Commercial,Tier III,Railway Station,Yes,0.886259801337091
Tuesday,05:30-06:00,Yes,No,Residential,Tier III,None,No,0.3091000866188889
Saturday,16:00-16:30,No,Yes,Commercial,Tier II,Airport,No,0.7575789314177662
Sunday,20:30-21:00,Yes,Yes,Residential,Tier II,Airport,No,0.020336493169467507
Wednesday,18:00-18:30,No,Yes,Market,Tier I,Bus Stand,Yes,0.7568851650202842
Sunday,05:30-06:00,No,Yes,Market,Tier II,None,Yes,0.3487122630551852
Monday,08:00-08:30,Yes,No,Residential,Tier II,None,No,0.8036144504820875
Sunday,00:00-00:30,No,Yes,Office Area,Tier III,Railway Station,Yes,0.8875857265062449
Thursday,16:00-16:30,Yes,No,Market,Tier II,Railway Station,No,0.6696813964990366
Saturday,12:00-12:30,Yes,Yes,Market,Tier II,Bus Stand,Yes,0.38422355761789084
Tuesday,06:30-07:00,Yes,Yes,Commercial,Tier III,Airport,Yes,0.35848679110553705
Wednesday,09:30-10:00,No,Yes,Commercial,Tier III,Bus Stand,Yes,0.35055376347625444
Wednesday,10:00-10:30,No,Yes,Commercial,Tier II,Airport,Yes,0.22997487216037027
Friday,22:00-22:30,Yes,No,Commercial,Tier I,Railway Station,No,0.8083334084723233
Wednesday,13:30-14:00,No,No,Commercial,Tier II,Bus Stand,Yes,0.6430414479156052
Friday,22:30-23:00,Yes,No,Market,Tier I,Airport,Yes,0.24716204464156988
Sunday,18:00-18:30,No,Yes,Commercial,Tier II,None,Yes,0.916988645561001
Thursday,15:30-16:00,No,No,Market,Tier I,Railway Station,Yes,0.8684288183230138
Monday,19:00-19:30,No,No,Market,Tier II,Airport,No,0.8770810883665451
Monday,04:00-04:30,No,No,Market,Tier I,Bus Stand,No,0.9723843431367332
Thursday,07:00-07:30,No,Yes,Residential,Tier III,Railway Station,Yes,0.7899107596464826
Tuesday,23:30-00:00,No,No,Residential,Tier I,None,Yes,0.839626982983971
Tuesday,21:30-22:00,No,No,Commercial,Tier III,Railway Station,No,0.5812249327695143
Saturday,15:00-15:30,No,Yes,Market,Tier III,None,No,0.6967240238117918
Tuesday,10:00-10:30,Yes,Yes,Office Area,Tier I,Railway Station,No,0.8040319835285185
Saturday,20:30-21:00,No,No,Office Area,Tier III,Railway Station,No,0.5388840474509946
Thursday,21:30-22:00,No,Yes,Commercial,Tier II,Airport,Yes,0.7784414512109571
Monday,21:30-22:00,Yes,Yes,Residential,Tier III,Airport,Yes,0.30521921207383884
Friday,12:30-13:00,Yes,No,Commercial,Tier II,Bus Stand,No,0.9312939095818973
Saturday,20:30-21:00,No,Yes,Market,Tier II,Bus Stand,Yes,0.5102684672471267
Monday,12:30-13:00,No,No,Market,Tier II,None,Yes,0.8040495384904549
Sunday,01:30-02:00,No,No,Residential,Tier II,Railway Station,No,0.28787077164996
Monday,14:30-15:00,No,No,Office Area,Tier II,Railway Station,Yes,0.9992816818311175
Wednesday,05:00-05:30,Yes,Yes,Office Area,Tier I,Bus Stand,Yes,0.7530901626162508
Saturday,03:30-04:00,Yes,Yes,Office Area,Tier II,None,No,0.2303421517653147
Saturday,01:00-01:30,No,Yes,Residential,Tier I,Bus Stand,No,0.5773384042685091
Monday,04:30-05:00,Yes,No,Market,Tier II,Bus Stand,Yes,0.9798437876333602
Friday,11:30-12:00,Yes,Yes,Market,Tier III,Airport,Yes,0.6543830947630129
Saturday,22:00-22:30,No,No,Office Area,Tier II,None,Yes,0.5797514781900603
Thursday,17:30-18:00,Yes,No,Commercial,Tier III,Railway Station,No,0.5380541922741119
Sunday,09:00-09:30,No,No,Residential,Tier I,Airport,No,0.41024733992354456
Tuesday,02:00-02:30,No,Yes,Market,Tier II,Airport,No,0.01268935126799886
Sunday,21:00-21:30,No,No,Market,Tier III,Airport,No,0.8337940725100403
Wednesday,10:00-10:30,Yes,No,Commercial,Tier I,None,No,0.3683814440567521
Tuesday,08:00-08:30,Yes,No,Residential,Tier II,Bus Stand,Yes,0.5595120668649941
Wednesday,06:30-07:00,No,Yes,Office Area,Tier III,Airport,Yes,0.03509560414413937
Saturday,09:00-09:30,Yes,No,Commercial,Tier III,None,No,0.4036651805015007
Sunday,07:00-07:30,No,No,Market,Tier III,Airport,Yes,0.6258523855633829
Sunday,18:00-18:30,No,Yes,Market,Tier III,None,No,0.89671129314607
Monday,09:30-10:00,Yes,Yes,Residential,Tier I,Airport,Yes,0.2065579784283691
Saturday,11:00-11:30,Yes,No,Residential,Tier I,Railway Station,Yes,0.0766813384599192
Sunday,10:00-10:30,No,Yes,Office Area,Tier I,None,No,0.7921887957875123
Saturday,20:00-20:30,Yes,Yes,Commercial,Tier II,Railway Station,No,0.44877194556873057
Saturday,12:30-13:00,Yes,Yes,Residential,Tier I,Airport,No,0.7689591921471334
Friday,21:00-21:30,No,No,Market,Tier III,None,No,0.3425593202572079
Wednesday,20:30-21:00,Yes,No,Office Area,Tier III,Railway Station,No,0.3791850566637198
Wednesday,07:30-08:00,No,Yes,Office Area,Tier III,Railway Station,No,0.4334437903890972
Wednesday,22:00-22:30,No,No,Market,Tier III,Railway Station,Yes,0.5898455567151913
Tuesday,17:00-17:30,No,No,Market,Tier III,None,No,0.1314933094460311
Thursday,14:00-14:30,No,No,Market,Tier I,Railway Station,No,0.9662336797074818
Thursday,21:00-21:30,Yes,Yes,Market,Tier I,None,No,0.6012559672161603
Tuesday,12:00-12:30,No,No,Office Area,Tier III,Bus Stand,Yes,0.7645704594485216
Saturday,13:00-13:30,Yes,No,Office Area,Tier III,Airport,No,0.5979066664020446
Monday,12:00-12:30,Yes,Yes,Residential,Tier II,None,No,0.44731954036711474
Monday,17:30-18:00,No,No,Commercial,Tier II,Railway Station,Yes,0.17507805404786447
Saturday,16:30-17:00,Yes,Yes,Office Area,Tier II,Airport,Yes,0.29294385125273414
Saturday,22:30-23:00,Yes,Yes,Residential,Tier II,Railway Station,No,0.8276633008132654
Thursday,04:30-05:00,No,No,Commercial,Tier III,None,Yes,0.04379698574670532
Saturday,10:00-10:30,Yes,No,Commercial,Tier I,Railway Station,No,0.9008494285862807
Friday,21:30-22:00,No,Yes,Residential,Tier III,None,No,0.22928099502244959
Wednesday,12:30-13:00,Yes,Yes,Office Area,Tier II,Airport,No,0.07434730324288519
Thursday,19:00-19:30,Yes,No,Commercial,Tier I,Bus Stand,Yes,0.25796337876013453
Wednesday,09:30-10:00,Yes,Yes,Residential,Tier I,None,Yes,0.9023255084064666
Thursday,22:30-23:00,Yes,Yes,Commercial,Tier II,None,Yes,0.056907877026168285
Monday,03:00-03:30,Yes,Yes,Commercial,Tier III,None,No,0.822306877160183
Sunday,19:00-19:30,Yes,Yes,Market,Tier II,Bus Stand,No,0.7900014286621966
Tuesday,22:00-22:30,Yes,Yes,Commercial,Tier II,Airport,Yes,0.14387237436545064
Sunday,00:30-01:00,Yes,Yes,Market,Tier II,Railway Station,Yes,0.1956902432782125
Saturday,00:30-01:00,No,No,Commercial,Tier III,Bus Stand,No,0.36897173825417695
Thursday,16:30-17:00,Yes,Yes,Commercial,Tier I,Airport,No,0.8196173984813877
Wednesday,20:30-21:00,No,No,Commercial,Tier I,Bus Stand,Yes,0.23798280597692656
Friday,22:30-23:00,Yes,No,Office Area,Tier II,None,Yes,0.7346755379620709
Thursday,06:30-07:00,No,No,Residential,Tier I,Railway Station,Yes,0.5750138517138695
Friday,20:00-20:30,Yes,Yes,Office Area,Tier III,Airport,No,0.19305683993798262
Tuesday,17:30-18:00,No,Yes,Residential,Tier II,None,Yes,0.29695313164394177
Sunday,09:00-09:30,Yes,No,Market,Tier III,Bus Stand,No,0.2792933059770011
Monday,07:30-08:00,Yes,No,Market,Tier III,Airport,Yes,0.9565070142820524
Thursday,01:00-01:30,No,No,Commercial,Tier I,Airport,Yes,0.9711371520189758
Saturday,16:30-17:00,No,Yes,Residential,Tier I,Bus Stand,No,0.6217288455220884
Tuesday,18:30-19:00,Yes,Yes,Residential,Tier III,Airport,Yes,0.014937822787425947
Wednesday,00:00-00:30,No,No,Market,Tier I,Bus Stand,No,0.639507473890478
Wednesday,19:00-19:30,Yes,No,Market,Tier I,Railway Station,Yes,0.6275261208199597
Thursday,06:30-07:00,No,Yes,Commercial,Tier I,Railway Station,Yes,0.1154236918216256
Sunday,14:30-15:00,Yes,No,Office Area,Tier I,Airport,Yes,0.2562659927429266
Wednesday,23:30-00:00,Yes,Yes,Commercial,Tier III,None,No,0.5728840670183148
Tuesday,02:30-03:00,Yes,No,Commercial,Tier III,None,Yes,0.26974670118421207
Thursday,03:30-04:00,Yes,No,Market,Tier II,Bus Stand,Yes,0.5928601518547846
Saturday,03:30-04:00,Yes,Yes,Commercial,Tier I,Bus Stand,Yes,0.6960607881735892
Wednesday,11:00-11:30,No,No,Market,Tier I,Bus Stand,No,0.1432607222810509
Saturday,07:30-08:00,No,Yes,Residential,Tier III,Bus Stand,Yes,0.2401362811413531
Sunday,05:00-05:30,No,No,Market,Tier II,None,No,0.09039842483907101
Friday,23:00-23:30,No,Yes,Office Area,Tier III,Airport,Yes,0.5975349639116597
Sunday,01:30-02:00,Yes,No,Office Area,Tier II,None,Yes,0.05406969641770876
Friday,22:30-23:00,No,No,Office Area,Tier III,Railway Station,No,0.6244391342135565
Wednesday,23:30-00:00,Yes,Yes,Commercial,Tier I,Airport,Yes,0.8471483317509015
Sunday,20:00-20:30,No,Yes,Residential,Tier II,None,Yes,0.5734904667219257
Saturday,15:30-16:00,Yes,No,Commercial,Tier I,Railway Station,Yes,0.29588564373738246
Friday,06:00-06:30,No,No,Market,Tier III,None,Yes,0.9618802188677013
Thursday,01:30-02:00,No,Yes,Residential,Tier I,None,No,0.3553884205647667
Wednesday,10:30-11:00,No,Yes,Commercial,Tier III,None,Yes,0.7359284016857605
Tuesday,17:30-18:00,No,No,Market,Tier I,Bus Stand,No,0.4627910230782425
Saturday,15:30-16:00,No,No,Commercial,Tier III,Railway Station,Yes,0.5638417287940596
Saturday,15:30-16:00,No,Yes,Office Area,Tier II,Bus Stand,Yes,0.22805293840126428
Tuesday,20:30-21:00,Yes,Yes,Market,Tier III,Airport,No,0.2934039369531126
Friday,03:30-04:00,No,Yes,Residential,Tier I,None,Yes,0.4509850980407567
Thursday,15:00-15:30,No,No,Office Area,Tier I,Airport,No,0.3950244510155615
Monday,10:00-10:30,Yes,Yes,Office Area,Tier III,Railway Station,Yes,0.12048527846781476
Monday,07:30-08:00,No,No,Commercial,Tier II,Railway Station,Yes,0.24062276442707453
Friday,05:30-06:00,Yes,Yes,Market,Tier III,None,Yes,0.8594602695396895
Friday,14:30-15:00,Yes,Yes,Office Area,Tier II,Bus Stand,No,0.1443089945122663
Thursday,13:30-14:00,No,No,Market,Tier II,None,Yes,0.09140117133067904
Friday,12:00-12:30,Yes,Yes,Commercial,Tier III,Airport,No,0.8661460045405219
Friday,14:00-14:30,Yes,No,Office Area,Tier II,Bus Stand,No,0.9572549416815603
Saturday,01:30-02:00,Yes,Yes,Market,Tier III,Railway Station,Yes,0.9646228117894243
Saturday,13:00-13:30,Yes,No,Commercial,Tier I,Airport,No,0.6569402451394742
Friday,06:30-07:00,Yes,No,Commercial,Tier III,Airport,No,0.3931606769845789
Saturday,13:00-13:30,Yes,No,Commercial,Tier II,Railway Station,No,0.1835757293866721
Saturday,03:00-03:30,No,Yes,Commercial,Tier I,Airport,Yes,0.9101227573227673
Wednesday,07:00-07:30,Yes,No,Market,Tier II,None,No,0.22895000247052943
Sunday,21:30-22:00,No,No,Commercial,Tier III,Airport,Yes,0.1295535402251019
Sunday,12:00-12:30,No,Yes,Market,Tier III,None,Yes,0.9583069091587288
Tuesday,14:30-15:00,No,No,Commercial,Tier I,Bus Stand,No,0.6337902154090317
Monday,13:00-13:30,No,No,Office Area,Tier III,None,No,0.3966965182459159
Monday,03:30-04:00,No,Yes,Commercial,Tier II,Airport,Yes,0.8671710990532513
Wednesday,16:30-17:00,Yes,Yes,Commercial,Tier III,Airport,No,0.4451985826997349
Sunday,11:00-11:30,Yes,No,Market,Tier III,Railway Station,Yes,0.10012008767419633
Saturday,23:30-00:00,No,No,Commercial,Tier II,None,No,0.10622187185419707
Tuesday,07:30-08:00,No,Yes,Residential,Tier I,None,Yes,0.4168871114386523
Thursday,19:00-19:30,No,Yes,Market,Tier I,Bus Stand,Yes,0.8181461390637774
Saturday,21:30-22:00,Yes,No,Commercial,Tier I,Railway Station,Yes,0.4615054208438494
Sunday,16:00-16:30,Yes,No,Market,Tier II,Airport,Yes,0.5085874759900052
Monday,02:00-02:30,No,Yes,Residential,Tier II,None,No,0.8339278039514078
Saturday,20:30-21:00,No,No,Commercial,Tier II,Railway Station,No,0.8717614329166347
